scooter-href,etat,marque,annee,adresse,prix,image_link-src,description
https://www.expat-dakar.com/annonce/vend-citroen-c4-cactus-6271578,D'occasion,Citroen,2015.0,Hann maristes,5500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5a50ef65783d02c67cbb789c323b7415/-/horizon-files-prod/ed/picture/qm5gw8ew/64a247794d3500c0eff4dc9296e916878a2ce5f3.jpg,"Je vends ma Citroen C4 Cactus 2015 automatic. Révision complète à 150876 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/renault-duster-oroch-2019-6271942,D'occasion,Renault,2019.0,Fass,5900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8b09a6545b59b00974ecb145a8d0181d/-/horizon-files-prod/ed/picture/qenvedj9/9e151c4752d9d11d934f97d097d6e329aa108eef.jpg,"Je vends ma Renault Duster 2019

Manuel, diesel , climatisé, Bluetooth, usb , aux ..

Véhicules Déjà dédouané

Révision complète à 79000 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/chevrolet-equinox-2015-6253163,D'occasion,Chevrolet,2015.0,Fass,3850000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c4e552be0fd5a90429858175d393c536/-/horizon-files-prod/ed/picture/q56dnpkn/42de42ebb0c49977795732c0a116622331edb54f.jpg,"Je vends ma Chevrolet Equinox 2015 automatic. Révision complète à 160000 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/appareil-de-massage-pour-voiture-multifonctionnel-5900239,Neuf,Autres,2024.0,Castor,25000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/27be7dd4c370fd8955dabd46146b719f/-/horizon-files-prod/ed/picture/q2jq0rnv/90bc1eb7671c9d9958d66a293bf75e2ce6846e80.jpg,"Appareil de massage de voiture multifonctionnel pour tout le corps, chaises de maison, coussin chauffant pour voiture"
https://www.expat-dakar.com/annonce/hyundai-santa-fe-2018-6242180,D'occasion,Hyundai,2018.0,Mamelles,13000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/435db6299f4493b55c28342da63341eb/-/horizon-files-prod/ed/picture/qkr8n7r2/fa0739c26844c93373fa3d08e86e97cf2c52653f.jpg,"• SUV - Hyundai Santa Fe, Automatique, 2.4 L, Essence,

2018"
https://www.expat-dakar.com/annonce/mercedes-glc-300-6208585,D'occasion,Mercedes-Benz,2016.0,Liberte 6,13000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5d59a4df30736977c44bf3ce33b1a29b/-/horizon-files-prod/ed/picture/q56d56qg/b9ec3ec4c7130656ebfa2b54904167127b8bace4.jpg,"Glc 300

2016

Essence automatique

4 cylindres 2.0L

117000 milles

Let's go

4 matic

Interior cuir beige

Camera,radar,toit panoramique

Échange possible"
https://www.expat-dakar.com/annonce/citroen-c4-6271498,Venant,Citroen,2016.0,Nord foire,6200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fadf14f2c63ba49c095cda7913547121/-/horizon-files-prod/ed/picture/qrz8xdmq/6f4bebc8b1060e1fe14f5da521db419eea107ae1.jpg,"Je vends ma Citroen C4 2016 automatic. Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi.

Citroen c4

Diesel Manuel

Venant de la France"
https://www.expat-dakar.com/annonce/chevrolet-equinoxe-6271565,Neuf,Chevrolet,2019.0,Ouest foire,10500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8b33ec57d64882b80084fa3651a34b46/-/horizon-files-prod/ed/picture/qzvp0g9d/6bfd5f0cf6b7949153a105e37273dfd21a6497b8.jpg,"Chevrolet Equinox AWD LT

Vendeur : Afia Automobile

Année : 2019

Transmission : automatique essence

Version : AWD

Moteur : 1.5 turbo

Fonctionnalités :"
https://www.expat-dakar.com/annonce/jeep-grand-cherokee-overland-4x4-6205134,Neuf,Jeep,2023.0,Ouest foire,35000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3927f643134f49f5210c988e64ddd27e/-/horizon-files-prod/ed/picture/qm5gdw49/f26f13252f34d7319523c038ea4dfd04f146c27a.jpg,"Je vends ma Jeep Grand Cherokee 2023 . Révision complète à 30000 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/hyundai-santa-fe-2014-4x4-6270041,D'occasion,Hyundai,2014.0,Sicap Liberté,6500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3cbcad40ee7ff874ca9c76f871a675fe/-/horizon-files-prod/ed/picture/q56dkj2e/62ed459a7143000448796736511d0f54b16fe0cb.jpg,Hyundai Santa Fe 2014 Automatique Essence 04cylindres version 4x4 full options très propres 124000 km.
https://www.expat-dakar.com/annonce/trottinette-electrique-avec-siege-5909524,Neuf,Autre,2023.0,Grand-Dakar,305000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bfdbc2611bf30755f7b4a284563a5564/-/horizon-files-prod/ed/picture/qv4ewnjj/9b610a80e8c910cfd3284fedd399c04809c54c16.jpg,"Puissance et robustesse sont les mots d'ordre de la nouvelle trottinette électrique tout terrain pliable Trottinette Electrique Ultra Luxe, qui séduira les passionnés de 2 roues."
https://www.expat-dakar.com/annonce/antivol-alarme-en-u-5933224,Neuf,Autre,2023.0,Castor,12000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/13be83e30fc9569ce3041a7c743c41dd/-/horizon-files-prod/ed/picture/qv4e9wjm/5d07887532f9a1f3da867e00175473df4d0b5af3.jpg,"Antivol alarme en U, excellent pour prévenir le cas de vol de motos et de Tricycles.

Détecteur de mouvement intégré, verrouillage double option.

Livraison à la demande"
https://www.expat-dakar.com/annonce/moto-et-tricycles-porte-bagages-6080231,Neuf,Lifan,2024.0,Sicap Liberté,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/28a2137dcd1529ff0df65e747ddd738b/-/horizon-files-prod/ed/picture/q448ej78/cf8b42b55d405814f16003e97961e1f3798c2419.jpg,"Je vends ma Lifan  2024 :transmission. Révision complète à 0 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/moto-jakarta-5923728,Neuf,KTM,2023.0,Castor,460000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3f2b071adb84c5615661cc8ae3afa25b/-/horizon-files-prod/ed/picture/qwe2gnzk/46b4a33691b2b7b1f60f3c7b9c627eb040bbcc35.jpg,"Je vends ma KTM Junior 2023 :transmission. Révision complète à 0 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/casque-moto-5923735,Neuf,Autre,2023.0,Castor,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cbbb08bdfa862c83ccbd84230ad5a4e1/-/horizon-files-prod/ed/picture/qgq9p4gr/3de433507c6208cdb046cf52be0e36e19935426a.jpg,"Je vends ma Autre  2023 :transmission. Révision complète à 0 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/tricycle-5911382,Neuf,Autre,2023.0,Castor,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/601e48241be66ef6e7efb5882be857a1/-/horizon-files-prod/ed/picture/qpd6g65m/6dd62eb0f5465a71bda5ae50c19e1842bd00a1b8.jpg,"Tricycle DS 200 tout terrain avec carte grise, plaque et assurance 12 mois.

Formation chauffeur offerte"
https://www.expat-dakar.com/annonce/moto-deux-roues-5909801,Neuf,KTM,2020.0,Castor,580000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b3129792ebc8739428d75515ce642d82/-/horizon-files-prod/ed/picture/q785jvxx/a007d7ee0e466346369c02d776bb07a98b1054f3.jpg,"Moto deux Roues disponible avec option mutation et assurance

Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/jakarta-aganama-5889890,Neuf,Autre,2020.0,Castor,595000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a9dcd10671f521124712102f650ed43b/-/horizon-files-prod/ed/picture/qv4eeewg/038efd4898ba0c1e593350bfcac013dbf3effb23.jpg,"Je vends ma Autre  2020 :transmission. Révision complète à 0 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/motos-vitesse-125-et-150cc-5882870,Neuf,Bajaj,2023.0,Castor,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/83dde7b73f02c552d04e1bfedae195ee/-/horizon-files-prod/ed/picture/q9m98wzj/347050d00e98efcd5fcfe30813fb37a17cec0b2c.jpg,"Moto Bajaj 125 et 150cc avec carte grise, plaque et assurance 12 mois à votre nom ou au nom de votre société."
https://www.expat-dakar.com/annonce/casque-moto-integral-5925390,Neuf,Autre,2023.0,Castor,31000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7b2d36472e09364546d4bbd2e72e6b6e/-/horizon-files-prod/ed/picture/qv4egxq2/a894b99ea185728e1991c3748d68b679b90d60d7.jpg,"Je vends ma Autre  2023 :transmission. Révision complète à 0 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/motos-de-haute-qualite-0km-125cc150cc-5900280,Neuf,Suzuki,2023.0,Colobane,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dc019bf1749327a4ce7482b6b93774cc/-/horizon-files-prod/ed/picture/qkrg85nv/dba3217cd07235497b050e6bb3a03264b8452eb3.jpg,"Je vends ma Suzuki GN 2023 :transmission. Révision complète à 0 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/velo-electrique-5969577,Neuf,Autre,2023.0,Ouakam,520000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6e6d1b5056941e5e64693b10569b130c/-/horizon-files-prod/ed/picture/qxj2xnrq/96cba9081562076a8ee66bbcc0716b2c68200f61.jpg,"Cette voiture est une voiture de travail, une camionnette de livraison de nourriture, utilise un total de 1 kWh d'électricité domestique par charge, utilise un moteur à courant continu sans balais, dispose de feux de jour et de freins à disque ! La vitesse est de 60 kilomètres par heure et il prend en charge plusieurs jeux de batteries à utiliser à tour de rôle. L'autonomie d'un seul ensemble est de 70 kilomètres, le GPS peut être ajouté, et le prix est de 520 000 francs CFA."
https://www.expat-dakar.com/annonce/scooter-electriques-5995076,D'occasion,Autre,2023.0,Fass,459000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b146d95782a55552e5d099a99f5f39a8/-/horizon-files-prod/ed/picture/qrzvk205/91135f528ca6cda41b956f2f610834e210e31252.png,"Je vends ma Autre  2023 :transmission. Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/velo-electrique-5968915,Neuf,Autre,2024.0,Ouakam,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/68aae7ba4811c23930a03954b440c7fb/-/horizon-files-prod/ed/picture/qj4r2725/7500b97723f6d5ddc25ee089b38de9913ef308c7.jpg,"Ce modèle consomme un total de 1,2 kilowattheures d'électricité domestique par charge, utilise un moteur à courant continu sans balais de 500 watts, a une vitesse de 45 kilomètres par heure et une autonomie de croisière de 70 kilomètres avec une seule charge. Au prix de 350 000 à 370 000 francs CFA. Dispose d'un système antivol indépendant ! Un GPS peut être ajouté et vous pouvez utiliser votre téléphone mobile pour contrôler le démarrage, l'arrêt, l'alarme et vérifier la trajectoire de conduite du vélo."
https://www.expat-dakar.com/annonce/fournisseur-casques-moto-dakar-5973506,Neuf,Autre,2024.0,Castor,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4f4f5968d2c91f252aadd6c12c1801ad/-/horizon-files-prod/ed/picture/qwe2jqqm/c78d5db344e784b36b074e0c0befb767ec5e5917.jpg,"Casque LS2 valiant 2 double homologation ECE et DOT, garantie 6 mois."
https://www.expat-dakar.com/annonce/moto-electrique-2-places-6004713,Neuf,Autre,2024.0,Fass,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a68bd6d13ffaeb622282f8f7b0b87c84/-/horizon-files-prod/ed/picture/qgq9kv80/cf839bff181c98162ced19a5161cc6f7a2437c5f.jpg,"Moto / Scooter Électrique 2 places

Des Motos et Scooters électriques puissante, performant et très pratique pour vous permet de faire des économies d'argent à long terme. Rapide et silencieuse, elles sont très économique pas besoin de Papiers .

Caractéristiques :"
https://www.expat-dakar.com/annonce/moto-electrique-5968920,Neuf,Autre,2024.0,Ouakam,6,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d7319a8ba9de47ce785e39c3056134a6/-/horizon-files-prod/ed/picture/qenq2j2j/8c2fe225bd22c88cb76eae43227893c20d7b78a1.jpg,"Il s'agit d'une moto purement électrique, écologique et silencieuse, avec un temps de charge d'environ 8 heures. Chaque charge ne nécessite que❗️ 1,8 kilowatts d'électricité domestique.❗️Une moto électrique avec une autonomie de 80 kilomètres et une fonction marche arrière. Système anti-vol. lampe de sécurité. Chargeur de téléphone portable USB. Un GPS peut être ajouté. Utilisez votre téléphone portable pour contrôler le démarrage, l'arrêt, l'alarme de la voiture, vérifier la trajectoire de conduite, etc. ❗️Équipé d'un moteur CC sans balais de 1 500 W et de freins à disque de sécurité doubles avant et arrière. ❗️Les pneus sable avant et arrière ont une configuration très élevée et peuvent atteindre une vitesse de 60 kilomètres par heure. Peut être équipé d'un coffret de livraison."
https://www.expat-dakar.com/annonce/moto-vitesse-6024652,Neuf,Bajaj,2024.0,Castor,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/02a83fb906dfea5d80f7c10f49ca39dc/-/horizon-files-prod/ed/picture/q8v58w26/1c49a7ea56b5cc12e28baa1dbdcabd4c72bd7b2d.jpg,"Moto vitesse neuve avec carte grise, plaque et assurance."
https://www.expat-dakar.com/annonce/triporteur-tricycle-200-cc-a-3-roues-6027568,Neuf,Autre,2024.0,Castor,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/357f12bf13b6a435407b326656b78767/-/horizon-files-prod/ed/picture/qv4ej4vk/c2b87188c62e7411f9d08ea861105cfee970d0c0.jpg,"Je vends ma Autre  2024 :transmission. Révision complète à 0 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/motos-2-roues-6015345,Neuf,Bajaj,2024.0,Sicap Liberté,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5aef1d76d8723c3cff67edb31c9f6193/-/horizon-files-prod/ed/picture/q7854k0z/8fac781488b370aac0087f18f1d1ecba83723225.jpg,"Fournisseur de motos nouvelles d'origine Inde garantie.

Motos 125 avec 3 modèles disponibles: CT125, Boxer 125 et Discover 125 cc

Moto Boxer 150 cc.

Possibilité d'achat avec cartes grises, plaques et assurance."
https://www.expat-dakar.com/annonce/tricycle-3-ou-5-roues-cargo-isotherme-6037286,Neuf,Lifan,2024.0,Castor,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e00d16f76cec44583d4383239952e8f1/-/horizon-files-prod/ed/picture/qenqkgk5/93a4a27d274c00760d7cbe57685ff5b877cc7bc4.jpg,"Tricycle 3 ou 5 roues cargo isotherme 1000 kg à 2000 kg.

Sans tracas dans les procédures d'obtention de la carte grise; Daaba Services gère tout pour vous jusqu'à la livraison."
https://www.expat-dakar.com/annonce/motos-tricycles-taxi-bagages-6039027,Neuf,Lifan,2024.0,Castor,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/369e7bd4af48b47af22f8868e59d3b54/-/horizon-files-prod/ed/picture/qngxex09/6f278f7064b69d65860d72d1c8c4f97b7edd555d.jpg,"Je vends ma Lifan  2024 :transmission. Révision complète à 0 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/moto-bajaj-express-6039028,Neuf,Bajaj,2024.0,Castor,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1c990b4ea38eb4ecffbfd3928ea7e4fa/-/horizon-files-prod/ed/picture/qwe272ng/64f08b5938ec1cd4740407467fe6b5cc5eff11f8.png,"Moto Bajaj Express CT 125 fabriqué en Inde sur la base de normes internationales.

Vendues avec carte grise, plaque et assurance 12 mois."
https://www.expat-dakar.com/annonce/moto-tricycle-150-200-250-300-cm3-6039727,Neuf,Lifan,2024.0,Castor,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3426bdb7151b9393bf2b605860fb0fea/-/horizon-files-prod/ed/picture/qngxepeg/6e1f83c24e963cdf4fa6da4becbc846f3f482712.jpg,"Daaba Services est un fournisseur de motos Tricycles, pièces détachées avec un SAV complet.

Carte grise, plaque, assurance

Formation à la conduite

Déplacement er dépannage chez les clients.."
https://www.expat-dakar.com/annonce/moto-tvs-125-6043264,Neuf,TVS Motor,2024.0,Castor,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7525fe08e4f2e51531b77f3b0916c4db/-/horizon-files-prod/ed/picture/qenqejn4/3c0647a81cb1fdd7042dbd0e30400c1288c56a59.jpg,"Je vends ma TVS Motor  2024 :transmission. Révision complète à 0 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/tricycles-5-a-9-roues-6057679,Neuf,Autre,2024.0,Castor,2500,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b8069ceef68f7bb067411dfa1f9eb059/-/horizon-files-prod/ed/picture/qgq9xnnq/bd9d37c70a3dc72e6022f9e75f17a6f86ada48c4.jpg,"Je vends ma Autre  2024 :transmission. Révision complète à 0 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/moteurs-motos-et-tricycles-6057684,Neuf,Lifan,2024.0,Castor,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/459410c648db3bed5c59190642c0d39d/-/horizon-files-prod/ed/picture/qdek8vv0/adf36d0eac772371fcb569b0043051c1e9f8f82f.jpg,"Je vends ma Lifan  2024 :transmission. Révision complète à 0 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/moto-electrique-6061276,Neuf,Zhongyu,2024.0,Ouakam,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d9fee103dfa131d30b3ad3137c36bdbb/-/horizon-files-prod/ed/picture/qrzvprn4/55bc7952e1aa65ae17884ef32eb484ed13a371a7.jpg,"Ce modèle consomme au total 1,2 kWh d'électricité domestique par charge, et le coût de conduite quotidienne est un dixième de celui d'une moto à essence. Il utilise un moteur à courant continu sans balais de ❗️600 watts ❗️, un ❗️contrôleur de module ❗️ et un grand tambour. système de freinage à l'avant et à l'arrière ❗️ Batterie au plomb-graphène, avec une vitesse de 45 kilomètres par heure et une autonomie de croisière d'environ 70 kilomètres avec une seule charge. Prix   entre 350 000 et 370 000 F CFA. Dispose d'un système antivol indépendant ! Un GPS peut être ajouté et vous pouvez utiliser votre téléphone portable pour contrôler le démarrage, l'arrêt, l'alarme et vérifier la trajectoire du vélo. Il existe d'autres types de vélos électriques et de motos électriques dans le magasin. Il y en a toujours un qui vous convient. ."
https://www.expat-dakar.com/annonce/moto-tricycle-bagages-6043263,Neuf,Lifan,2024.0,Castor,1550000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/498aafbb9d1aae055cf9d80f9366138c/-/horizon-files-prod/ed/picture/q56x0860/ec5c2d30fadfd2d765529e99648f7238eef82a0d.jpg,"Je vends ma Lifan  2024 :transmission. Révision complète à 0 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/bhr-450-de-2023-6068243,Neuf,Autre,2023.0,Mbour,3500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/244877fb32368747e36ac6f534331c2a/-/horizon-files-prod/ed/picture/qzvdnnk8/30043caf95901c04592566638efc968f9827ecd7.jpg,Je vends ma Autre  2023 :transmission par chaîne. Révision complète à 2500 km. Porte téléphone pour faire des vidèos en roulant.
https://www.expat-dakar.com/annonce/support-de-telephone-pour-moto-en-alliage-daluminium-5851877,Neuf,Autre,2023.0,Grand-Dakar,8500,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bab2b8bdc8877dda2653dcba740db461/-/horizon-files-prod/ed/picture/qxj64e9q/61f291b55913131b7f28c51fcd28622c864044b4.jpg,"Aspect fin, ferme et durable, orientation rapide.

Il peut être installé sur des motos, tricycles, VTT, véhicules électriques et autres outils de transport, et la plage d'installation est particulièrement large"
https://www.expat-dakar.com/annonce/cylindre-reservoir-pont-moto-tricycles-6106817,Neuf,Autre,2024.0,Sicap Liberté,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7863758408df2b8952245eddc8bf33cf/-/horizon-files-prod/ed/picture/q2j0jdw2/c07ce722bba1eee08a66204cb734f99cb0e82318.jpg,"Pièces détachées Moto tricycles

Cylindre,

Culasse,

Vilebrequin,

Piston,

Embrayage,

Pont,

Moteur,

Tableau de bord,

Phare,

Pignon,

Tambour,

Axe

Batterie"
https://www.expat-dakar.com/annonce/moto-electrique-6107960,Neuf,Autre,2024.0,Ouakam,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b16be753016b41d06a32ddb691b49837/-/horizon-files-prod/ed/picture/qpdmd54q/9df0f9c972f7c1cf9a80ac50869009d5bb443acf.jpg,"Moto électrique à la mode

Moteur puissant de 3000 W

Batterie au lithium 72v50ah

Distance de conduite 90-120 kilomètres

Vitesse maximale 100 km/h

Pneu avant : 110/70-17

Pneu arrière : 140/70-17

Freins à disque

Poids total 115kg (hors batterie)

Dimensions hors tout : 2070 mm 745 mm 1120 mm,

Nous avons également une variété de motos électriques et de vélos électriques dans notre magasin. Bienvenue dans le magasin pour expérimenter et acheter."
https://www.expat-dakar.com/annonce/honda-cbr125-6087657,Venant,Honda,2008.0,Yoff,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ac9eb06dec673b625f11fe085758090f/-/horizon-files-prod/ed/picture/qgq92rer/43264a60a3c1dfef0db30f03b79b7cb1e3aae47e.jpg,"Je vends ma Honda CBR125 2008 :transmission. Révision complète à 7000 km. La moto est dans un super état, elle démarre au quart de tour. Tous les documents sont disponibles pour une immatriculation. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/velo-electrique-5968906,Neuf,Autre,2024.0,Ouakam,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/29846a5a0b079058c9313f12df7ca0f5/-/horizon-files-prod/ed/picture/qwe2j5wd/6906b05a31018109c473109e07322d45e46604ed.jpg,"Vélo de loisir à assistance électrique, vélo de messagerie et de livraison, peut être équipé d'une boîte isolée arrière, d'un moteur à roue à rayons de 500 watts à entraînement arrière, d'un cadre en alliage d'aluminium 700C, d'une chaîne de transmission dédiée pour 7 vitesses, d'une vitesse de 40 kilomètres par heure et une autonomie de 150 kilomètres en mode assistance, l'autonomie électrique pure est de 60 kilomètres. Notre magasin vend diverses motos électriques et vélos électriques importés de Chine. Nous avons notre propre usine à Dakar. Nous accueillons les nouveaux et anciens clients dans le magasin pour négociation.

Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/moto-bmw-gs-1250-exclusive-6131824,Venant,BMW,2021.0,Ngaparou,5500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dac2a9fe388dfcf0cf8a34ccc19eb1b7/-/horizon-files-prod/ed/picture/qv4we74g/d217201236fb0a15e0a7af471448c2ec5d1aaddc.jpg,Je vends ma BMW GS 1250 comme neuf  carte grise 2023 vient d'être faite 5 millions 500 mil
